(8, 1, 5.831)
(8, 2, 4.472)
(8, 4, 7.211)
(8, 5, 3.0)
(8, 6, 5.0)
(8, 7, 2.828)
(8, 9, 2.0)
(8, 10, 3.162)
(1, 2, 5.099)
(1, 3, 2.236)
(1, 4, 3.162)
(1, 5, 3.606)
(1, 6, 2.236)
(1, 7, 5.831)
(1, 10, 6.03)
(2, 4, 8.0)
(2, 5, 2.236)
(2, 7, 2.0)
(2, 9, 5.657)
(4, 3, 1.0)
(4, 5, 6.083)
(4, 6, 2.236)
(4, 7, 8.246)
(4, 9, 5.657)
(4, 10, 5.831)
(5, 3, 5.099)
(5, 6, 4.0)
(5, 7, 2.236)
(5, 9, 3.606)
(5, 10, 5.0)
(6, 3, 1.414)
(6, 7, 6.083)
(6, 9, 3.606)
(6, 10, 4.123)
(7, 3, 7.28)
(7, 10, 5.831)
(9, 10, 1.414)
(10, 3, 5.385)
