(7, 1, 8.062)
(7, 2, 9.22)
(7, 3, 6.083)
(7, 4, 5.0)
(7, 5, 8.246)
(7, 6, 1.0)
(7, 8, 4.123)
(7, 9, 5.099)
(1, 2, 2.0)
(1, 3, 3.162)
(1, 4, 4.472)
(1, 5, 6.403)
(1, 6, 7.211)
(1, 8, 8.0)
(2, 3, 5.099)
(2, 5, 5.385)
(2, 6, 8.485)
(2, 8, 8.246)
(2, 9, 8.062)
(3, 4, 1.414)
(3, 5, 8.062)
(3, 9, 8.062)
(3, 10, 9.434)
(4, 5, 8.544)
(4, 6, 4.0)
(4, 8, 7.211)
(4, 9, 7.81)
(4, 10, 9.22)
(5, 6, 8.062)
(5, 8, 5.0)
(5, 9, 4.243)
(5, 10, 4.472)
(6, 8, 4.472)
(6, 9, 5.385)
(6, 10, 6.708)
(8, 9, 1.0)
(8, 10, 2.236)
(9, 10, 1.414)
