(5, 2, 7.211)
(5, 3, 8.246)
(5, 4, 1.0)
(5, 6, 1.0)
(5, 7, 4.123)
(5, 8, 5.0)
(5, 9, 5.831)
(2, 1, 2.0)
(2, 3, 2.828)
(2, 6, 7.81)
(2, 7, 10.63)
(2, 8, 10.817)
(2, 9, 9.487)
(3, 1, 4.472)
(3, 4, 8.062)
(3, 6, 8.544)
(3, 7, 10.817)
(3, 8, 10.63)
(3, 9, 8.602)
(3, 10, 7.0)
(4, 1, 5.0)
(4, 6, 2.0)
(4, 7, 5.099)
(4, 8, 6.0)
(4, 9, 6.708)
(4, 10, 10.0)
(6, 1, 6.403)
(6, 7, 3.162)
(6, 8, 4.0)
(6, 9, 5.0)
(6, 10, 8.944)
(7, 1, 9.434)
(7, 8, 1.414)
(7, 9, 4.123)
(7, 10, 9.055)
(8, 1, 9.849)
(8, 9, 3.0)
(8, 10, 8.0)
(9, 10, 5.0)
(1, 10, 9.849)
