(2, 1, 3.162)
(2, 3, 3.0)
(2, 4, 2.828)
(2, 5, 5.385)
(2, 6, 6.325)
(2, 7, 5.831)
(2, 8, 7.28)
(2, 9, 7.616)
(2, 10, 8.246)
(1, 3, 1.0)
(1, 4, 5.831)
(1, 5, 3.606)
(1, 6, 4.243)
(1, 7, 6.0)
(1, 8, 9.434)
(1, 9, 8.0)
(1, 10, 10.296)
(3, 5, 2.828)
(3, 6, 3.606)
(3, 7, 5.0)
(3, 8, 8.602)
(3, 9, 7.0)
(3, 10, 9.434)
(4, 5, 7.0)
(4, 6, 8.0)
(4, 7, 5.831)
(4, 8, 5.0)
(4, 9, 7.071)
(5, 7, 3.606)
(5, 8, 8.602)
(5, 9, 5.385)
(5, 10, 9.22)
(6, 7, 4.243)
(6, 8, 9.434)
(6, 9, 5.831)
(6, 10, 10.0)
(7, 8, 5.385)
(7, 9, 2.0)
(8, 9, 5.0)
(8, 10, 1.0)
(9, 10, 5.099)
